"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"2535"	"マンション 耐用年数 過ぎたら 固定資産税"	"33"	"40"	"0"	"2"	"1年以上前"
"2536"	"ホームページ 減価償却 耐用年数"	"28"	"40"	"0"	"0"	"1年以上前"
"2537"	"中古資産 耐用年数 1年未満"	"null"	"40"	"0"	"0"	"1年以上前"
"2538"	"アパート 耐用年数 退去"	"null"	"40"	"0"	"2"	"1年以上前"
"2539"	"鋳物薪ストーブ耐用年数"	"22"	"40"	"0"	"3"	"1年以上前"
"2540"	"漆喰 耐用年数 室内"	"null"	"40"	"0"	"0"	"1年以上前"
"2541"	"耐用年数 法人税"	"null"	"40"	"0"	"0"	"1年以上前"
"2542"	"受水槽 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2543"	"船舶 エンジン 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2544"	"ヤネフレッシュsi 耐用年数"	"null"	"40"	"0"	"8"	"1年以上前"
"2545"	"配電盤 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2546"	"hub 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2547"	"減価償却 耐用年数 変更 会計処理"	"null"	"40"	"0"	"0"	"1年以上前"
"2548"	"耐用年数の適用等に関する取扱通達の付表"	"null"	"40"	"0"	"0"	"1年以内"
"2549"	"耐用年数を迎える"	"null"	"40"	"0"	"0"	"1年以内"
"2550"	"タイルセラクリーン 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2551"	"自動車 耐用年数 減価償却"	"80"	"40"	"0.11"	"4"	"1年以上前"
"2552"	"エコキュート耐用年数減価償却"	"29"	"40"	"0"	"0"	"1年以上前"
"2553"	"井戸ポンプ 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2554"	"機械の耐用年数表"	"null"	"40"	"0"	"0"	"過去90日"
"2555"	"エスカレーター耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2556"	"下水道 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2557"	"重量鉄骨 法定耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2558"	"大成パルコン 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2559"	"ポリタンク 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2560"	"パオパオ90 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2561"	"航空機 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2562"	"外壁シーリング材 耐用年数"	"null"	"40"	"0.98"	"13"	"1年以上前"
"2563"	"エコカラット 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2564"	"パッケージエアコン 法定耐用年数"	"47"	"40"	"0"	"0"	"1年以上前"
"2565"	"洗面台 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2566"	"ポンプ 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2567"	"抱っこ紐 耐用年数"	"null"	"40"	"0"	"3"	"1年以上前"
"2568"	"ロボット 耐用年数"	"24"	"40"	"0"	"0"	"1年以上前"
"2569"	"内装工事 耐用年数表"	"50"	"40"	"0"	"0"	"1年以上前"
"2570"	"エスケープレミアムルーフsi 耐用年数"	"null"	"40"	"2.62"	"8"	"1年以上前"
"2571"	"製氷機業務用 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2572"	"製氷機 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2573"	"業務用製氷機 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2574"	"バッグ耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2575"	"照明 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2576"	"建物耐用年数 木造"	"null"	"40"	"0"	"2"	"1年以上前"
"2577"	"インターホン 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2578"	"太陽光 減価償却 耐用年数"	"24"	"40"	"0"	"2"	"1年以上前"
"2579"	"スーパークリスタルルーフペイント 耐用年数"	"null"	"40"	"0"	"8"	"1年以上前"
"2580"	"軽量鉄骨耐用年数 減価償却"	"null"	"40"	"0"	"4"	"1年以上前"
"2581"	"コピー機 法定耐用年数"	"38"	"40"	"0"	"0"	"1年以上前"
"2582"	"衣装 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2583"	"冷媒配管 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2584"	"事務椅子 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2585"	"ハイエースバン耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2586"	"エアコン 法定耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2587"	"アルミ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2588"	"ユニットバス耐用年数 賃貸"	"null"	"40"	"0"	"0"	"1年以上前"
"2589"	"補助金交付の目的及び減価償却資産の耐用年数等に関する省令"	"null"	"40"	"0"	"0"	"1年以上前"
"2590"	"機械装置の耐用年数表等の番号"	"null"	"40"	"0"	"0"	"1年以内"
"2591"	"グラスウール耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2592"	"src 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2593"	"キッチン 耐用年数 賃貸"	"null"	"40"	"0"	"0"	"1年以上前"
"2594"	"液晶ディスプレイ 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2595"	"ロボット 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2596"	"瀬戸大橋 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2597"	"期待耐用年数とは"	"null"	"40"	"0"	"0"	"1年以上前"
"2598"	"ホイルローダー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2599"	"耐用年数15年 償却率"	"null"	"40"	"0"	"0"	"1年以上前"
"2600"	"バックホー 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2601"	"耐用年数超えた 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2602"	"浄水器 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2603"	"家庭用蓄電池 耐用年数"	"null"	"40"	"0.98"	"21"	"1年以上前"
"2604"	"インクジェットプリンター 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2605"	"オールシーズンタイヤ耐用年数"	"31"	"40"	"0.5"	"8"	"1年以上前"
"2606"	"ユンボ 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2607"	"ターポリン 耐用年数"	"34"	"40"	"0"	"3"	"1年以上前"
"2608"	"ガスホース 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2609"	"構造 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2610"	"airpodspro 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2611"	"パナホーム軽量鉄骨 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2612"	"農業用ドローン 耐用年数"	"20"	"40"	"0"	"1"	"1年以上前"
"2613"	"タイヤショベル 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2614"	"グレーチング耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2615"	"gpu耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2616"	"防水工事 法定耐用年数"	"24"	"40"	"0"	"0"	"1年以上前"
"2617"	"ev耐用年数"	"null"	"40"	"0"	"4"	"1年以上前"
"2618"	"内装工事 クロス張替え 耐用年数"	"22"	"40"	"0"	"1"	"1年以上前"
"2619"	"門扉 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2620"	"エアコン耐用年数 業務用"	"32"	"40"	"0"	"2"	"1年以上前"
"2621"	"看板 耐用年数 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2622"	"セキュリティシステム 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2623"	"中古トラック耐用年数国税庁"	"51"	"40"	"0"	"0"	"1年以上前"
"2624"	"サイディング コーキング 耐用年数"	"null"	"40"	"0"	"10"	"1年以上前"
"2625"	"ブロアー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2626"	"耐用年数とは機械"	"null"	"40"	"0"	"0"	"1年以上前"
"2627"	"ゴムアスルーフィング 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2628"	"耐用年数 塀"	"null"	"40"	"0"	"0"	"1年以上前"
"2629"	"旅客機 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2630"	"鉄骨造マンション 耐用年数"	"null"	"40"	"18.89"	"15"	"1年以上前"
"2631"	"マイニングマシン 耐用年数"	"null"	"40"	"0"	"4"	"1年以上前"
"2632"	"ニトリマットレス 耐用年数"	"40"	"40"	"0"	"1"	"1年以上前"
"2633"	"フォークリフトバッテリー 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2634"	"木造住宅 耐用年数 固定資産税"	"null"	"40"	"0"	"0"	"1年以上前"
"2635"	"電気自動車 法定耐用年数"	"null"	"40"	"0"	"1"	"1年以内"
"2636"	"src rc 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2637"	"換気設備 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2638"	"フロアタイル 耐用年数 ガイドライン"	"null"	"40"	"0"	"0"	"1年以上前"
"2639"	"法定耐用年数 耐用年数 違い"	"null"	"40"	"0"	"0"	"1年以上前"
"2640"	"避難はしご 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2641"	"スロープ耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2642"	"リフト 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2643"	"両替機 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2644"	"軽量鉄骨 耐用年数 パナホーム"	"null"	"40"	"0"	"1"	"1年以上前"
"2645"	"電話工事 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2646"	"釣竿 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2647"	"シュロ縄 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2648"	"ヤネフレッシュ 耐用年数"	"null"	"40"	"1.44"	"11"	"1年以上前"
"2649"	"コインランドリー 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2650"	"シーリング材の耐用年数"	"null"	"40"	"2.88"	"13"	"半年以内"
"2651"	"タンクローリー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2652"	"台車 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2653"	"水道メーター 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2654"	"電子錠 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2655"	"塵芥車 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2656"	"工事 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2657"	"バッテリー 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2658"	"造作工事 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2659"	"シーリング 耐用年数 国税庁"	"36"	"40"	"0"	"0"	"1年以上前"
"2660"	"軽貨物 減価償却 耐用年数"	"29"	"40"	"0"	"0"	"1年以上前"
"2661"	"移動式粉末消火設備 容器弁 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2662"	"アルミバルコニー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2663"	"vvfケーブル 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2664"	"木製電柱 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2665"	"非常照明 耐用年数"	"null"	"40"	"0"	"3"	"1年以上前"
"2666"	"オフィスビル 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2667"	"法人税法 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2668"	"非常灯 耐用年数"	"null"	"40"	"0"	"4"	"1年以上前"
"2669"	"ハイパーユメロック 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2670"	"固定資産税 耐用年数経過後"	"null"	"40"	"0"	"0"	"1年以上前"
"2671"	"セキスイハイム耐用年数"	"null"	"40"	"0"	"5"	"1年以上前"
"2672"	"防水 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2673"	"減価償却 耐用年数 ポンプ"	"null"	"40"	"0"	"0"	"1年以上前"
"2674"	"耐用年数 法律"	"null"	"40"	"0"	"0"	"1年以上前"
"2675"	"テレビ耐用年数減価償却"	"54"	"40"	"0"	"0"	"1年以上前"
"2676"	"アパートローン 耐用年数超え"	"27"	"40"	"10.1"	"38"	"1年以上前"
"2677"	"風呂釜 耐用年数"	"null"	"40"	"4.44"	"14"	"1年以上前"
"2678"	"工具器具備品耐用年数表"	"null"	"40"	"0"	"0"	"1年以上前"
"2679"	"ガレージ 耐用年数 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2680"	"減価償却 耐用年数 誤り 個人"	"null"	"40"	"0"	"0"	"1年以上前"
"2681"	"生物 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2682"	"同軸ケーブル 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2683"	"nas 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2684"	"lan配線 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2685"	"複合フローリング 耐用年数"	"24"	"40"	"0"	"3"	"1年以上前"
"2686"	"井戸ポンプ 耐用年数 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2687"	"屋根修繕 耐用年数"	"null"	"40"	"2.11"	"13"	"1年以上前"
"2688"	"電話設備 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2689"	"消防設備 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2690"	"サイネージ耐用年数"	"24"	"40"	"0"	"0"	"1年以上前"
"2691"	"義足 シリコンライナー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2692"	"ごみ置き場 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2693"	"自動釣銭機 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2694"	"流し台 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2695"	"ドールマンショック 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2696"	"消火器 法定耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2697"	"減圧弁 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2698"	"事務所 減価償却 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2699"	"プロボックス 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2700"	"クロス張替え 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2701"	"中古 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"半年以内"
"2702"	"絨毯 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2703"	"コロニアル耐用年数"	"null"	"40"	"1.48"	"14"	"1年以上前"
"2704"	"土間コンクリート 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2705"	"椅子 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2706"	"内視鏡 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2707"	"工具 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2708"	"スピーカー 法定耐用年数"	"33"	"40"	"0"	"0"	"1年以上前"
"2709"	"カウンター 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2710"	"防水工事 減価償却 耐用年数"	"28"	"40"	"0"	"0"	"1年以上前"
"2711"	"シッケンズ セトール 耐用年数"	"null"	"40"	"0"	"3"	"1年以上前"
"2712"	"ev充電器 耐用年数"	"29"	"40"	"0"	"0"	"1年以上前"
"2713"	"電気工事 法定耐用年数"	"31"	"40"	"0"	"0"	"1年以上前"
"2714"	"フィリップス aed 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2715"	"ラシッサdフロア 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2716"	"oaフロア 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2717"	"bsアンテナ耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2718"	"漆喰 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2719"	"牛 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2720"	"公共施設耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2721"	"ペンギンシール 2570 耐用年数"	"34"	"40"	"0"	"0"	"1年以上前"
"2722"	"プレハブ 耐用年数 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2723"	"高所作業車 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2724"	"ゴミ置き場 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2725"	"木造ビル 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2726"	"眼鏡フレーム 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2727"	"ラック 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2728"	"カーブミラー 耐用年数"	"25"	"40"	"0"	"0"	"1年以上前"
"2729"	"除雪車 耐用年数"	"30"	"40"	"0"	"0"	"1年以上前"
"2730"	"中古耐用年数 月数"	"null"	"40"	"0"	"0"	"1年以上前"
"2731"	"建物 耐用年数 平成10年以前"	"null"	"40"	"0"	"0"	"1年以上前"
"2732"	"そとん壁耐用年数"	"23"	"40"	"0"	"1"	"1年以上前"
"2733"	"ロードヒーティング 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2734"	"鉄筋コンクリートブロック造 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2735"	"建物付属設備 耐用年数表"	"null"	"40"	"0"	"0"	"1年以上前"
"2736"	"治療用装具 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2737"	"タクシー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2738"	"乗用草刈機 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2739"	"ワークステーション 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2740"	"農業用機械 耐用年数 国税庁"	"49"	"40"	"0"	"0"	"1年以上前"
"2741"	"主装置 耐用年数"	"48"	"40"	"0"	"1"	"1年以上前"
"2742"	"防水一番 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2743"	"工具法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2744"	"木造共同住宅 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2745"	"固定資産 中古 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2746"	"田島ルーフィング 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2747"	"ビニールハウス耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2748"	"アップルウォッチ 耐用年数 減価償却"	"null"	"40"	"0"	"0"	"1年以上前"
"2749"	"シュレッダー 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2750"	"定額法 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2751"	"中古マンション 減価償却 耐用年数"	"26"	"40"	"6.35"	"6"	"1年以上前"
"2752"	"ダンプ 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2753"	"建物耐用年数 減価償却"	"76"	"40"	"0"	"3"	"1年以上前"
"2754"	"防犯カメラ減価償却耐用年数"	"21"	"40"	"0"	"0"	"1年以上前"
"2755"	"ニューライナールーフィング 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2756"	"薪ストーブ耐用年数"	"23"	"40"	"0"	"0"	"1年以上前"
"2757"	"ビデオカメラ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2758"	"固定資産税 減価償却 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2759"	"自動販売機 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2760"	"ロッカー 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2761"	"ドアクローザー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2762"	"アルミサッシ 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2763"	"屋根材の耐用年数"	"44"	"40"	"1.64"	"30"	"1年以上前"
"2764"	"外壁塗料 耐用年数"	"46"	"40"	"2.58"	"23"	"1年以上前"
"2765"	"国税庁 耐用年数 一覧"	"null"	"40"	"0"	"0"	"1年以上前"
"2766"	"レーザー加工機 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2767"	"釣り竿 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2768"	"タオル 耐用年数"	"null"	"40"	"0"	"0"	"1年以内"
"2769"	"耐用年数 償却期間"	"null"	"40"	"0"	"0"	"1年以上前"
"2770"	"消防車 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2771"	"オンライン資格確認システム 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2772"	"眼鏡 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2773"	"釣り竿 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2774"	"シャッター付きガレージ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2775"	"変圧器 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2776"	"軽トラ減価償却耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2777"	"ハブ 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2778"	"病院 建物 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2779"	"ベルアート 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2780"	"エスプレッソマシーン 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2781"	"管理機 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2782"	"イナバ物置 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2783"	"ママチャリ 耐用年数"	"null"	"40"	"0"	"2"	"1年以内"
"2784"	"電気自動車耐用年数国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2785"	"ミサワホーム o型 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2786"	"ビルトインエアコン 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2787"	"エスター線 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2788"	"門扉 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2789"	"レセコン 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2790"	"腕時計 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2791"	"防草シート砂利耐用年数"	"null"	"40"	"0"	"23"	"1年以上前"
"2792"	"研究開発用資産 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2793"	"倉庫 減価償却 耐用年数"	"null"	"40"	"0"	"1"	"1年以上前"
"2794"	"軽量鉄骨戸建て 耐用年数"	"null"	"40"	"0.18"	"5"	"1年以上前"
"2795"	"治具 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2796"	"食器洗浄機 耐用年数 国税庁"	"null"	"40"	"0"	"0"	"1年以上前"
"2797"	"洗濯機 減価償却 耐用年数"	"53"	"40"	"0"	"0"	"1年以上前"
"2798"	"シェーバー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2799"	"トラクター 法定耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
"2800"	"木造耐用年数 中古"	"null"	"40"	"0"	"0"	"1年以上前"
"2801"	"外壁塗装工事 耐用年数"	"29"	"40"	"3.96"	"5"	"1年以上前"
"2802"	"レーザープリンター 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2803"	"減価償却 耐用年数 間違えた"	"null"	"40"	"0"	"0"	"1年以上前"
"2804"	"tv 耐用年数"	"null"	"40"	"0"	"2"	"1年以上前"
"2805"	"ミキサー 耐用年数"	"null"	"40"	"0"	"0"	"1年以上前"
